Despachos Decisões e Sentenças
Disponibilizar relatório CSV para Despachos Decisões e Sentenças

Data Início (dd/mm/yyyy): 01/12/2017
Data Fim (dd/mm/yyyy): 02/12/2017

Total de registros: 4603
Relatório gerado em  31/01/2018 15:19:46

tipo mov;Descricao TUMP;Orgao Julgador;Processo;Data Movimentacao;Juiz;
Decisão;Liminar;Vara Única da Comarca de Cortês;0000130-25.2017.8.17.2530;01/12/2017;ANTONIO CARLOS DOS SANTOS;
Decisão;Antecipação de tutela;Vara Única da Comarca de Floresta;0000322-76.2017.8.17.2620;01/12/2017;CARLOS FERREIRA DE AGUIAR;
Decisão;Antecipação de tutela;Vara Única da Comarca de Floresta;0000318-39.2017.8.17.2620;01/12/2017;CARLOS FERREIRA DE AGUIAR;
Decisão;Liminar;Vara Única da Comarca de Iati;0000040-52.2017.8.17.2680;01/12/2017;TORRICELLI LOPES LIRA;
Decisão;Incompetência;Vara Única da Comarca de Inajá;0000329-66.2017.8.17.2750;01/12/2017;LEANDRO SOUTO MAIOR MUNIZ DE ALBUQUERQUE;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Itapetim;0000248-27.2017.8.17.2780;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Antecipação de tutela;Vara Única da Comarca de Itaquitinga;0000432-20.2017.8.17.2800;01/12/2017;MARIANA VIEIRA SARMENTO;
Decisão;Liminar;Vara Única da Comarca de Lagoa Grande;0000287-52.2017.8.17.2900;01/12/2017;THIEGO DIAS MARINHO;
Decisão;Liminar;Vara Única da Comarca de Lagoa Grande;0000274-53.2017.8.17.2900;01/12/2017;THIEGO DIAS MARINHO;
Decisão;Liminar;Vara Única da Comarca de Lagoa Grande;0000290-07.2017.8.17.2900;01/12/2017;THIEGO DIAS MARINHO;
Decisão;Liminar;Vara Única da Comarca de Lagoa Grande;0000289-22.2017.8.17.2900;01/12/2017;THIEGO DIAS MARINHO;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Lajedo;0000760-08.2017.8.17.2910;01/12/2017;RAPHAEL CALIXTO BRASIL;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Lajedo;0000767-97.2017.8.17.2910;01/12/2017;RAPHAEL CALIXTO BRASIL;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Lajedo;0000768-82.2017.8.17.2910;01/12/2017;RAPHAEL CALIXTO BRASIL;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Lajedo;0000762-75.2017.8.17.2910;01/12/2017;RAPHAEL CALIXTO BRASIL;
Decisão;Antecipação de tutela;Vara Única da Comarca de Maraial;0000247-47.2017.8.17.2940;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Antecipação de tutela;Vara Única da Comarca de Maraial;0000206-80.2017.8.17.2940;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Antecipação de tutela;Vara Única da Comarca de Pombos;0000550-13.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000517-23.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000522-45.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000521-60.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000520-75.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000544-06.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000531-07.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000518-08.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000543-21.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000532-89.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000523-30.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Bloqueio/penhora on line;Vara Única da Comarca de Pombos;0000519-90.2017.8.17.3150;01/12/2017;RODRIGO FONSECA LINS DE OLIVEIRA;
Decisão;Liminar;Vara Única da Comarca de Ribeirão;0000573-33.2017.8.17.3190;01/12/2017;ANTONIO CARLOS DOS SANTOS;
Decisão;Antecipação de tutela;Vara Única da Comarca de Tabira;0000381-89.2017.8.17.3420;01/12/2017;ANDRE SIMOES NUNES;
Decisão;Antecipação de Tutela;Vara Única da Comarca de Tacaratu;0000243-62.2017.8.17.3440;01/12/2017;ISABELLA FERRAZ BARROS DE ALBUQUERQUE;
Decisão;Antecipação de tutela;Vara Única da Comarca de Tacaratu;0000252-24.2017.8.17.3440;01/12/2017;ISABELLA FERRAZ BARROS DE ALBUQUERQUE;
Decisão;Liminar;Vara Única da Comarca de Tacaratu;0000257-46.2017.8.17.3440;01/12/2017;ISABELLA FERRAZ BARROS DE ALBUQUERQUE;
Decisão;Liminar;Vara Única da Comarca de Tacaratu;0000255-76.2017.8.17.3440;01/12/2017;ISABELLA FERRAZ BARROS DE ALBUQUERQUE;
Decisão;Liminar;Vara Única da Comarca de Tacaratu;0000224-56.2017.8.17.3440;01/12/2017;ISABELLA FERRAZ BARROS DE ALBUQUERQUE;
Decisão;Antecipação de tutela;Vara Única da Comarca de Tacaratu;0000244-47.2017.8.17.3440;01/12/2017;ISABELLA FERRAZ BARROS DE ALBUQUERQUE;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000316-04.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000654-75.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000214-16.2016.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000230-67.2016.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000251-09.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000505-79.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000150-69.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000433-92.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000651-23.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000380-14.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000644-31.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000623-55.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000147-17.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000482-36.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000501-42.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000557-75.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000483-21.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000674-66.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000151-54.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000326-48.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Convenção das Partes para Cumprimento Voluntário da obrigação;Vara Única da Comarca de Tamandaré;0000245-36.2016.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Liminar;Vara Única da Comarca de Tamandaré;0000635-69.2017.8.17.3450;01/12/2017;LUCAS DE CARVALHO VIEGAS;
Decisão;Antecipação de tutela;Vara Única da Comarca de Trindade;0000446-08.2017.8.17.3510;01/12/2017;PAULO RICARDO CASSARO DOS SANTOS;
Decisão;Assistência judiciária gratuita;Vara Única da Comarca de Tuparetama;0000148-23.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Tuparetama;0000150-90.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Tuparetama;0000149-08.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Tuparetama;0000154-30.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência judiciária gratuita;Vara Única da Comarca de Tuparetama;0000145-68.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência judiciária gratuita;Vara Única da Comarca de Tuparetama;0000153-45.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência judiciária gratuita;Vara Única da Comarca de Tuparetama;0000157-82.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Tuparetama;0000147-38.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Tuparetama;0000146-53.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Tuparetama;0000143-98.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Tuparetama;0000158-67.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Liminar;Vara Única da Comarca de Tuparetama;0000252-15.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Tuparetama;0000155-15.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência judiciária gratuita;Vara Única da Comarca de Tuparetama;0000250-45.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Tuparetama;0000152-60.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência Judiciária Gratuita;Vara Única da Comarca de Tuparetama;0000156-97.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Decisão;Assistência judiciária gratuita;Vara Única da Comarca de Tuparetama;0000151-75.2017.8.17.3540;01/12/2017;MIRELLA PATRICIO DA COSTA NEIVA;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0048874-86.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0015658-71.2016.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0033183-66.2016.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0062316-22.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0024505-28.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0008077-68.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0007432-43.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0050407-80.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0036292-88.2016.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0037179-38.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0051348-30.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0024191-82.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0007748-56.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0037380-30.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0028792-34.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0024474-42.2016.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0003028-46.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0052790-31.2017.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10ª Vara de Família e Registro Civil da Capital;0043946-29.2016.8.17.2001;01/12/2017;VALERIA RUBIA SILVA DUARTE;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0018522-09.2016.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0029685-83.2016.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0019524-77.2017.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0034484-72.2016.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0048922-06.2016.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0038189-78.2016.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0016200-79.2017.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0006243-59.2014.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0012219-76.2016.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0011293-61.2017.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0036066-73.2017.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0000053-75.2017.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0048210-79.2017.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0022245-02.2017.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0007514-35.2016.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0048112-94.2017.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0007514-35.2016.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0047297-97.2017.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;10º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0027410-35.2014.8.17.8201;01/12/2017;PAULO HENRIQUE MARTINS MACHADO;
Despacho;Mero expediente;11ª Vara de Família e Registro Civil da Capital;0044981-24.2016.8.17.2001;01/12/2017;PATRICIA RODRIGUES RAMOS GALVAO;
Despacho;Mero expediente;11ª Vara de Família e Registro Civil da Capital;0047203-28.2017.8.17.2001;01/12/2017;PATRICIA RODRIGUES RAMOS GALVAO;
Despacho;Mero expediente;11ª Vara de Família e Registro Civil da Capital;0013786-21.2016.8.17.2001;01/12/2017;PATRICIA RODRIGUES RAMOS GALVAO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0027721-94.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0048518-28.2016.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0037555-58.2016.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0048418-39.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0062066-86.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0043874-08.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0070187-06.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0063141-63.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0021770-62.2017.8.17.2990;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0040646-25.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0064104-71.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0003452-88.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0041904-70.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0070288-43.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0061454-51.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0049639-57.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0030213-59.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0020224-29.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0044257-20.2016.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0046685-38.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0047504-09.2016.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0035964-27.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0020545-98.2016.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0012942-37.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12ª Vara de Família e Registro Civil da Capital;0067457-22.2017.8.17.2001;01/12/2017;ANDREA EPAMINONDAS TENORIO DE BRITO;
Despacho;Mero expediente;12º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0041646-89.2014.8.17.8201;01/12/2017;ABELARDO TADEU DA SILVA SANTOS;
Despacho;Mero expediente;12º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0046728-04.2014.8.17.8201;01/12/2017;ABELARDO TADEU DA SILVA SANTOS;
Despacho;Mero expediente;12º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0051562-50.2014.8.17.8201;01/12/2017;ABELARDO TADEU DA SILVA SANTOS;
Despacho;Mero expediente;12º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0022286-66.2017.8.17.8201;01/12/2017;ABELARDO TADEU DA SILVA SANTOS;
Despacho;Mero expediente;12º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0035327-42.2013.8.17.8201;01/12/2017;ABELARDO TADEU DA SILVA SANTOS;
Despacho;Mero expediente;12º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0047586-64.2016.8.17.8201;01/12/2017;ABELARDO TADEU DA SILVA SANTOS;
Despacho;Mero expediente;12º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0028049-48.2017.8.17.8201;01/12/2017;ABELARDO TADEU DA SILVA SANTOS;
Despacho;Mero expediente;13º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0031532-86.2017.8.17.8201;01/12/2017;FERNANDA PESSOA CHUAHY DE PAULA;
Despacho;Mero expediente;13º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0000363-81.2017.8.17.8201;01/12/2017;FERNANDA PESSOA CHUAHY DE PAULA;
Despacho;Mero expediente;13º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0043541-80.2017.8.17.8201;01/12/2017;FERNANDA PESSOA CHUAHY DE PAULA;
Despacho;Mero expediente;13º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0047907-65.2017.8.17.8201;02/12/2017;MARIA ROSA VIEIRA SANTOS;
Despacho;Mero expediente;13º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0029351-83.2015.8.17.8201;01/12/2017;FERNANDA PESSOA CHUAHY DE PAULA;
Despacho;Mero expediente;13º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0017460-94.2017.8.17.8201;01/12/2017;FERNANDA PESSOA CHUAHY DE PAULA;
Despacho;Mero expediente;13º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0011868-06.2016.8.17.8201;01/12/2017;FERNANDA PESSOA CHUAHY DE PAULA;
Despacho;Mero expediente;13º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0027428-51.2017.8.17.8201;01/12/2017;FERNANDA PESSOA CHUAHY DE PAULA;
Despacho;Mero expediente;13º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0032870-95.2017.8.17.8201;01/12/2017;FERNANDA PESSOA CHUAHY DE PAULA;
Despacho;Mero expediente;13º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0010103-63.2017.8.17.8201;01/12/2017;FERNANDA PESSOA CHUAHY DE PAULA;
